"genename","uniprot","mean_ctrl","mean_patient","mito","complex"
"SPG21","Q9NZD8;Q9NZD8-2",125419,130030.333333333,"nonmito",""
"SPHK2","Q9NRA0;Q9NRA0-2;Q9NRA0-4;Q9NRA0-5",44132.55,36052.9,"mito",""
"SPIN1","Q9Y657",44146.82,51304.4,"nonmito",""
"SPIRE1","Q08AE8;Q08AE8-2",37858.72,42448.5666666667,"mito",""
"SPNS1","Q9H2V7;Q9H2V7-2;Q9H2V7-3",86691.42,75235,"nonmito",""
"SPON2","Q9BUD6",98333.5,131084.666666667,"nonmito",""
"SPOUT1","Q5T280",49757.14,44816.3333333333,"nonmito",""
"SPPL2A","Q8TCT8",249806.2,239871.666666667,"nonmito",""
"SPPL2B","Q8TCT7;Q8TCT7-4",61307.16,57938.6666666667,"nonmito",""
"SPR","P35270",122277.2,104227.666666667,"mito",""
"SPRYD4","Q8WW59",88310.54,89711.9666666667,"mito",""
"SPRYD7","Q5W111",67980.04,55222.6333333333,"nonmito",""
"SPTAN1","Q13813-3",71698.42,89065.1,"nonmito",""
"SPTAN1","Q13813",184684,202571,"nonmito",""
"SPTBN1","Q01082",165295.8,182794,"nonmito",""
"SPTLC1","O15269",89255.66,92071.1666666667,"nonmito",""
"SPTLC2","O15270",62050.02,64379.5333333333,"mito",""
"SQLE","Q14534",56856.88,64101.1666666667,"nonmito",""
"SQOR","Q9Y6N5",157910.8,235099.333333333,"mito",""
"SQSTM1","Q13501",168463.8,219234.333333333,"nonmito",""
"SRA1","Q9HD15",90539.24,84842.0666666667,"nonmito",""
"SRBD1","Q8N5C6",85224.08,114855.333333333,"nonmito",""
"SRC","P12931;P12931-2",100920.78,104715,"nonmito",""
"SRCAP","Q6ZRS2;Q6ZRS2-2;Q6ZRS2-3",55832,48818.4666666667,"nonmito",""
"SREK1","Q8WXA9-2",95902.88,97879.7666666667,"nonmito",""
"SRGAP1","Q7Z6B7",65558.44,78317.8333333333,"nonmito",""
"SRGAP2","O75044",47928.74,60063.1,"nonmito",""
"SRI","P30626;P30626-2;P30626-3",170821,181684.666666667,"nonmito",""
"SRM","P19623",344840.4,257829,"nonmito",""
"SRP14","P37108",293252.8,306203.666666667,"nonmito",""
"SRP19","P09132",133151.2,129261,"nonmito",""
"SRP54","P61011",107725.68,99500.6333333333,"nonmito",""
"SRP68","Q9UHB9",126280.2,119157.666666667,"nonmito",""
"SRP72","O76094",140184,135127.333333333,"nonmito",""
"SRP9","P49458",323343.8,333151,"nonmito",""
"SRPK1","Q96SB4;Q96SB4-3;Q96SB4-4",67017.88,61806.1666666667,"nonmito",""
"SRPK2","P78362;P78362-2",53512.66,68959.8,"nonmito",""
"SRPRA","P08240",115260.78,104961,"nonmito",""
"SRPRB","Q9Y5M8",229776.2,183155,"nonmito",""
"SRR","Q9GZT4",83290.92,106957,"nonmito",""
"SRRM1","Q8IYB3;Q8IYB3-2",47084.78,49703.0666666667,"nonmito",""
"SRRM2","Q9UQ35",120399.56,129112.333333333,"nonmito",""
