"genename","uniprot","mean_patient","mean_ctrl","UniProt","mito","complex"
"DLGAP5","Q15398",189779,168510.333333333,"Q15398","nonmito",""
"DLST","P36957",536172.666666667,505820.666666667,"P36957","mito",""
"DMAP1","Q9NPF5",175664.333333333,151035.333333333,"Q9NPF5","nonmito",""
"DMD","P11532;P11532-11;P11532-2;P11532-3;P11532-4",102669.5,98155.8666666667,"P11532","nonmito",""
"DMXL1","Q9Y485",171093.666666667,139364,"Q9Y485","nonmito",""
"DMXL2","Q8TDJ6;Q8TDJ6-3",70685.8,93569.1666666667,"Q8TDJ6","nonmito",""
"DNAAF5","Q86Y56",246607,253628,"Q86Y56","nonmito",""
"DNAJA1","P31689",507338.666666667,616101,"P31689","nonmito",""
"DNAJA2","O60884",344844.333333333,372749,"O60884","nonmito",""
"DNAJA3","Q96EY1",264338,217383.333333333,"Q96EY1","mito",""
"DNAJB1","P25685",385715.333333333,394919.333333333,"P25685","nonmito",""
"DNAJB11","Q9UBS4",239531,264042.333333333,"Q9UBS4","nonmito",""
"DNAJB12","Q9NXW2",58503.6333333333,55266.7333333333,"Q9NXW2","nonmito",""
"DNAJB4","Q9UDY4",213860,211319.333333333,"Q9UDY4","nonmito",""
"DNAJB6","O75190",250314.333333333,288162,"O75190","nonmito",""
"DNAJC1","Q96KC8",85759.9333333333,90650.4,"Q96KC8","nonmito",""
"DNAJC10","Q8IXB1",214938.333333333,176472,"Q8IXB1","nonmito",""
"DNAJC11","Q9NVH1;Q9NVH1-3",235245,185235.666666667,"Q9NVH1","mito",""
"DNAJC12","Q9UKB3",112462.333333333,106498.666666667,"Q9UKB3","nonmito",""
"DNAJC13","O75165",106275,106857,"O75165","nonmito",""
"DNAJC16","Q9Y2G8",77525.2666666667,71086.1333333333,"Q9Y2G8","nonmito",""
"DNAJC17","Q9NVM6",110914.666666667,96140.4,"Q9NVM6","nonmito",""
"DNAJC19","Q96DA6",204467,148761.333333333,"Q96DA6","mito",""
"DNAJC2","Q99543",156422,149888.666666667,"Q99543","nonmito",""
